"","Connectance_0.05","Connectance_0.075","Connectance_0.1","Connectance_0.125","Connectance_0.15","Connectance_0.175","Connectance_0.2","Connectance_0.225","Connectance_0.25","Connectance_0.275","Connectance_0.3","Connectance_0.325","Connectance_0.35","Connectance_0.375","Connectance_0.4","Connectance_0.425","Connectance_0.45"
"extinctions.l",14,13,8,8,8,6,4,5,10,2,11,7,3,6,9,11,11
"extinctions.l.1",10,10,8,10,8,9,11,6,11,5,15,6,4,9,9,4,4
"extinctions.l.2",10,5,9,11,13,9,4,3,4,11,4,11,4,1,4,3,5
"extinctions.l.3",15,11,8,6,4,5,5,4,5,4,2,11,10,3,3,6,2
"extinctions.l.4",13,9,10,7,7,6,6,6,12,5,8,6,11,2,4,9,11
"extinctions.l.5",12,11,12,12,4,6,6,5,6,6,5,3,3,3,3,3,16
"extinctions.l.6",16,9,10,2,9,7,2,11,7,6,2,12,1,0,3,4,2
"extinctions.l.7",15,11,13,12,4,7,6,2,6,5,5,3,12,2,14,11,5
"extinctions.l.8",13,9,13,8,5,5,6,7,3,6,5,7,5,2,6,2,4
"extinctions.l.9",14,13,8,5,4,5,4,7,6,5,4,10,5,4,7,4,4
"extinctions.l.10",9,8,5,5,10,5,4,5,1,3,4,8,6,3,2,4,5
"extinctions.l.11",12,9,8,4,7,11,6,13,5,2,5,4,5,4,4,5,5
"extinctions.l.12",8,8,10,7,7,7,15,11,7,3,5,4,3,5,13,5,1
"extinctions.l.13",10,8,9,8,6,10,5,11,7,1,11,9,8,16,5,2,2
"extinctions.l.14",11,9,12,6,13,12,5,6,6,4,6,6,5,5,4,4,4
"extinctions.l.15",14,11,6,8,5,6,7,5,4,7,4,2,5,6,3,3,4
"extinctions.l.16",9,10,7,6,7,4,6,7,7,10,4,7,9,10,3,2,2
"extinctions.l.17",14,13,12,13,6,7,5,6,8,5,7,5,12,6,3,12,1
"extinctions.l.18",14,11,5,10,9,9,8,5,13,10,16,4,2,10,5,2,9
"extinctions.l.19",13,9,8,8,9,6,3,3,4,7,2,3,5,15,7,1,2
"extinctions.l.20",10,10,10,7,2,3,4,6,6,16,6,12,7,3,2,4,7
"extinctions.l.21",12,10,9,4,7,11,9,6,8,9,7,6,6,15,7,1,6
"extinctions.l.22",9,4,9,6,6,9,2,11,5,6,5,2,4,6,5,6,3
"extinctions.l.23",13,10,6,13,10,5,8,3,5,7,4,2,3,7,8,5,0
"extinctions.l.24",14,11,6,5,9,12,9,9,11,3,2,16,5,12,4,3,1
"extinctions.l.25",11,15,11,7,12,6,6,7,12,5,7,8,8,15,3,3,2
"extinctions.l.26",11,9,6,7,11,4,4,7,8,6,13,11,2,1,3,4,1
"extinctions.l.27",10,9,8,11,8,5,6,7,7,11,10,9,6,2,11,7,3
"extinctions.l.28",15,11,8,11,7,2,8,6,3,11,9,5,3,2,13,2,3
"extinctions.l.29",14,5,4,9,10,10,4,4,8,2,4,5,4,16,6,10,3
"extinctions.l.30",15,11,4,5,6,8,6,11,3,8,8,8,9,12,4,3,13
"extinctions.l.31",15,9,9,7,3,7,7,5,8,5,5,15,7,6,3,3,2
"extinctions.l.32",12,13,5,7,13,9,7,8,4,6,10,6,8,7,13,9,4
"extinctions.l.33",16,12,10,8,8,7,7,5,9,7,5,9,5,2,2,1,6
"extinctions.l.34",14,12,11,7,9,6,3,9,3,6,7,14,4,9,6,3,6
"extinctions.l.35",11,5,6,12,8,5,3,8,6,5,8,9,1,5,9,0,14
"extinctions.l.36",13,12,10,11,11,0,10,3,7,3,12,6,3,3,3,8,5
"extinctions.l.37",10,8,5,13,8,4,4,10,7,7,5,6,4,14,14,0,4
"extinctions.l.38",14,15,9,6,9,6,10,7,3,3,4,7,5,0,0,14,1
"extinctions.l.39",14,9,8,4,8,5,10,9,6,4,4,10,4,5,4,2,2
"extinctions.l.40",14,11,12,6,10,5,7,9,8,12,2,12,7,7,4,2,3
"extinctions.l.41",15,8,9,7,8,3,5,10,4,5,4,7,7,5,1,4,6
"extinctions.l.42",9,12,7,7,8,8,7,8,12,6,7,7,9,4,8,8,8
"extinctions.l.43",12,9,9,6,6,8,8,8,5,6,6,8,3,5,5,2,5
"extinctions.l.44",11,5,6,11,7,6,9,3,1,14,9,6,5,4,5,9,1
"extinctions.l.45",8,10,11,10,12,13,6,6,9,10,13,7,3,3,14,2,6
"extinctions.l.46",8,7,13,12,4,1,5,5,9,5,8,11,9,1,0,2,4
"extinctions.l.47",13,13,9,9,9,9,15,1,5,9,4,4,10,6,14,6,1
"extinctions.l.48",10,9,5,4,4,8,5,8,4,4,7,6,13,5,8,3,3
"extinctions.l.49",10,9,8,10,5,4,4,3,6,11,6,1,2,4,7,4,8
"extinctions.l.50",11,9,10,3,3,1,11,4,8,6,9,8,9,8,4,2,11
"extinctions.l.51",9,14,9,6,6,5,4,15,6,5,9,13,11,15,4,2,1
"extinctions.l.52",12,12,7,6,7,6,8,6,6,6,8,4,7,8,3,2,8
"extinctions.l.53",16,12,11,6,5,7,6,16,11,5,6,3,9,4,11,3,4
"extinctions.l.54",16,9,7,5,5,5,6,6,4,11,4,7,6,5,4,2,6
"extinctions.l.55",11,10,4,13,7,7,9,5,8,9,6,2,8,14,3,6,3
"extinctions.l.56",16,10,10,8,12,5,9,8,6,10,7,7,11,3,15,10,1
"extinctions.l.57",13,11,6,6,3,9,8,8,8,12,9,10,10,2,3,5,8
"extinctions.l.58",14,5,6,8,7,9,12,9,9,3,3,4,5,2,6,6,15
"extinctions.l.59",9,12,8,10,12,3,5,5,8,5,14,8,8,0,4,0,13
"extinctions.l.60",9,10,12,7,6,6,5,7,6,7,10,4,7,2,2,1,2
"extinctions.l.61",16,9,7,6,10,7,11,5,3,6,8,10,8,7,3,15,2
"extinctions.l.62",14,8,13,5,5,11,8,3,10,7,2,3,4,6,8,14,2
"extinctions.l.63",14,7,5,3,8,7,4,6,12,4,10,4,8,6,1,3,5
"extinctions.l.64",12,6,7,7,7,2,11,6,7,10,4,4,8,3,4,13,16
"extinctions.l.65",12,15,8,12,6,6,5,4,6,8,5,2,4,6,5,1,0
"extinctions.l.66",13,10,5,8,9,9,7,6,6,5,0,5,5,7,3,3,1
"extinctions.l.67",14,7,7,8,12,14,7,4,10,2,7,13,5,5,3,3,6
"extinctions.l.68",16,14,7,7,7,5,7,11,7,4,6,16,4,5,6,4,2
"extinctions.l.69",11,11,14,9,3,7,7,8,12,4,1,1,14,4,3,3,9
"extinctions.l.70",11,13,10,8,6,11,4,8,10,7,4,11,6,12,14,1,6
"extinctions.l.71",8,11,11,7,5,13,11,7,9,8,5,4,9,3,6,10,2
"extinctions.l.72",15,10,3,8,11,7,7,3,11,6,3,4,5,4,5,13,6
"extinctions.l.73",10,11,12,8,7,8,11,7,11,12,2,5,5,4,5,6,3
"extinctions.l.74",14,9,10,9,6,6,5,9,2,3,5,4,7,2,1,3,4
"extinctions.l.75",12,8,7,4,15,12,7,7,5,11,10,10,5,4,10,2,6
"extinctions.l.76",11,12,9,5,7,8,6,5,7,4,2,16,8,15,5,16,7
"extinctions.l.77",12,12,5,9,10,5,6,9,5,6,2,6,6,3,3,5,10
"extinctions.l.78",12,5,11,5,8,14,7,10,7,1,12,9,3,12,4,12,10
"extinctions.l.79",13,8,10,4,7,9,8,8,8,16,13,3,4,8,10,7,3
"extinctions.l.80",11,12,6,5,9,9,9,7,6,8,2,4,7,2,2,3,1
"extinctions.l.81",16,7,11,7,9,10,11,6,4,6,5,5,7,4,1,3,5
"extinctions.l.82",13,8,5,4,7,5,6,5,1,7,8,14,1,6,2,4,5
"extinctions.l.83",14,6,6,9,6,5,2,6,6,3,12,4,5,3,4,2,4
"extinctions.l.84",11,14,6,12,6,8,9,3,4,5,7,10,6,6,3,10,5
"extinctions.l.85",9,14,11,7,7,7,9,4,9,5,6,9,9,3,3,10,3
"extinctions.l.86",11,8,4,8,12,5,6,5,13,0,2,8,8,7,11,6,3
"extinctions.l.87",14,12,10,7,5,11,6,5,6,4,8,9,10,1,4,2,3
"extinctions.l.88",14,6,8,9,11,8,6,7,6,6,13,9,2,4,9,13,1
"extinctions.l.89",13,13,11,7,9,8,8,9,2,4,7,7,7,10,5,5,3
"extinctions.l.90",8,9,7,9,7,9,8,0,12,8,3,2,8,3,1,11,5
"extinctions.l.91",14,13,8,13,8,11,14,9,6,2,7,7,10,4,6,12,3
"extinctions.l.92",7,8,13,7,5,10,8,14,10,12,3,9,0,4,5,1,4
"extinctions.l.93",14,4,7,5,5,6,7,4,6,4,7,11,2,2,8,12,3
"extinctions.l.94",12,16,6,10,8,8,7,10,5,5,3,6,5,10,2,4,3
"extinctions.l.95",9,15,12,9,7,5,8,7,6,3,3,5,15,6,4,7,16
"extinctions.l.96",13,8,8,11,12,8,5,9,14,11,8,6,6,6,7,2,10
"extinctions.l.97",13,7,7,11,7,8,10,11,7,4,6,4,2,3,5,2,4
"extinctions.l.98",8,9,11,10,5,8,9,5,4,9,6,5,3,4,14,8,5
"extinctions.l.99",9,12,10,5,7,11,5,11,7,9,4,8,4,3,9,1,8
